,LacI protein_amici,LacI protein_copasi,LacI protein_tellurium,TetR protein_amici,TetR protein_copasi,TetR protein_tellurium,cI protein_amici,cI protein_copasi,cI protein_tellurium,LacI mRNA_amici,LacI mRNA_copasi,LacI mRNA_tellurium,TetR mRNA_amici,TetR mRNA_copasi,TetR mRNA_tellurium,cI mRNA_amici,cI mRNA_copasi,cI mRNA_tellurium
292,414.90499247007523,939.0,414.91714951042064,1958.6054133219657,1319.0,1958.5690663771747,414.90499247007523,464.0,414.91714951042064,0.14697971801184626,0.0,0.14698119450794978,32.73958979019661,4.0,32.73962223758262,0.14697971801184626,47.0,0.14698119450794978
293,388.0776262548573,1032.0,388.08897222128184,2046.4054158518534,1241.0,2046.3722303936509,388.0776262548573,517.0,388.08897222128184,0.13935898155398918,0.0,0.1393589363956713,32.60643766338922,7.0,32.6065983953979,0.13935898155398918,37.0,0.1393589363956713
294,363.0008138278202,1147.0,363.01139266195435,2126.4158427960174,1155.0,2126.3864736450078,363.0008138278202,556.0,363.01139266195435,0.13317749902828419,0.0,0.13317552166078286,32.1711304468252,6.0,32.17142232797877,0.13317749902828419,33.0,0.13317552166078286
295,339.5660387904788,1287.0,339.5758905361067,2197.1131632700844,1080.0,2197.08824012272,339.5660387904788,578.0,339.5758905361067,0.12817205937448364,0.0,0.12816914096562482,31.428759618122612,6.0,31.42918079306398,0.12817205937448364,30.0,0.12816914096562482
296,317.6704809765715,1439.0,317.6796506721077,2257.0758622442386,1022.0,2257.0559081783194,317.6704809765715,623.0,317.6796506721077,0.1241342998497834,1.0,0.12413076901102113,30.384374639327962,7.0,30.38491805515484,0.1241342998497834,26.0,0.12413076901102113
297,297.2169652570395,1584.0,297.2254971404899,2305.0492142919666,954.0,2305.034628808051,297.2169652570395,713.0,297.2254971404899,0.12089982372224263,1.0,0.12089657340906113,29.05436913614241,8.0,29.055022918531716,0.12089982372224263,23.0,0.12089657340906113
298,278.1138470416261,1724.0,278.12178989591433,2340.012913602696,898.0,2340.0039540434964,278.1138470416261,801.0,278.12178989591433,0.11833961938214348,2.0,0.11833792359564943,27.4671551804926,11.0,27.46790271191668,0.11833961938214348,20.0,0.11833792359564943
299,260.2748552905731,1940.0,260.2822634585963,2361.245139429658,843.0,2361.241929849536,260.2748552905731,888.0,260.2822634585963,0.11635324316216268,1.0,0.11635427814396807,25.662757729321918,9.0,25.66358033899258,0.11635324316216268,19.0,0.11635427814396807
300,243.61890473163885,2094.0,243.62583590558512,2368.375325198904,796.0,2368.3778384701236,243.61890473163885,948.0,243.62583590558512,0.11486347406936284,1.0,0.11486829370345353,23.691101736752763,10.0,23.69197810931433,0.11486347406936284,18.0,0.11486829370345353
301,228.0698893557124,2279.0,228.0764016925109,2361.4173363806362,745.0,2361.425478136284,228.0698893557124,1001.0,228.0764016925109,0.11381211686873952,1.0,0.11382038425679394,21.6089969265027,13.0,21.609908296301587,0.11381211686873952,17.0,0.11382038425679394
